prime;target
MIDDLE;ALONE
JUMPY;CACTUS
FOUR;ACTRESS
DAGGER;PERFECT
OFFENSE;PILL
PHONE;WHEN
CANVAS;AWARD
CONVERSATION;LEATHER
INTERIOR;SPOT
CLARINET;SOFT
CONCEPT;PUZZLE
CHAIR;COFFEE
TOES;SQUIRREL
SATIN;ENEMY
FACTOR;DICTIONARY
CHIMPANZEE;SNAKE
CONDITIONER;FOOTBALL
PRODUCER;MULTIPLY
STEWARDESS;EAST
MAFIA;SPILL
MICE;PASS
FRIENDS;FAD
CAFFEINE;PICKLES
SPRING;NEWTON
CEILING;RED
BONE;SHAMPOO
PISSED;UPSTAIRS
PHYSIOLOGY;SPECIFIC
MUSTACHE;DOLPHIN
VALENTINE;ADDITION
CAMERA;CLAY
LINE;PEACH
CHAOS;BAG
SURE;STEAL
LOOSE;SHINE
TELEVISION;TREES
UNEQUAL;CABINET
CLAM;FLAKES
ENVIRONMENT;LEAVES
KANGAROO;SHALLOW
POPULATION;SWORD
ELECTRICIAN;SIMILAR
CON;FUN
MILLION;ILLEGAL
HEADBAND;BRICK
CONVICT;MORE
ENTRANCE;BUSH
SAVE;CONFESS
HEAT;CHILDREN
MUSIC;WILLING
ZEBRA;VANISH
OPENER;CHEAT
ASSAULT;EXAMPLE
CELLO;LOT
BANDAID;HONEST
OXYGEN;WRITE
CROSS;ASS
ATOMIC;CRAB
REALITY;TASTY
BUSH;CLUE
ALLOW;SEVEN
PROFESSIONAL;BEGIN
BUSY;TAXI
TOYS;FIVE
BIRTH;TEN
SELFISH;DIVE
UNDERGROUND;GUARD
IN;INFERIOR
LEAVES;TOAST
EYEBALL;SLY
LOVING;SIGN
FLYING;PERSONALITY
POSSIBLE;CASTLE
OBJECT;BACKWARD
BEAUTY;ME
BOWLING;FLOWERS
COUPLE;CHRISTMAS
LOW;BREATHE
HUE;DIFFERENT
PERSUADE;WAR
AHEAD;ARMOR
STEPS;GUILT
WOOL;KNOW
MOW;RUN
FIT;LOAD
GROCERY;COWBOY
LUBRICATE;EYES
SMOKY;REEF
TRICK;EGGS
LUCK;MAZE
PERCEPTION;VALUES
APART;MIX
TOUR;LOVE
STUDY;CATHOLIC
INITIAL;PLANETS
CROCHET;SEX
TWIST;TREAT
YOUNG;KETCHUP
TWILIGHT;BEING
PIG;RADIO
FORESIGHT;SECRETARY
RAZOR;WEATHER
EXAMPLE;BLEACH
HORNET;DRIVE
SEA;TEARS
COLUMN;HALLWAY
OVEN;SAD
LEVEL;HUG
BENEFIT;IDEA
HELP;FUNNY
CANE;DILL
MODERN;ROSES
CONQUEST;FRIES
TULIP;POETRY
BROCCOLI;GIFT
CHOOSE;MONKEY
INTAKE;ADVENTURE
COMPLIMENT;BRAVE
AGRICULTURE;CARRY
ALONE;MOVEMENT
TOMATO;OUT
NATION;TREE
JUSTICE;ROSE
UNDECIDED;VACATION
RIGHTS;STATION
CHISEL;CLIMB
MULE;BRITAIN
NO;ADVICE
CASE;LID
UNCOMMON;COLOGNE
STEAK;FICTION
OUNCE;HEADACHE
KILL;CHEMISTRY
TAN;CODE
AGREEMENT;HIGH
FOE;APE
ANISETTE;CHAIR
NOUN;NEVER
DROWN;PLANT
COMPONENT;APARTMENT
WATCH;PLANE
SIDEWALK;TEACH
BIRTHDAY;HILL
STALL;SATIN
NOTE;KNIGHT
DISOWN;PATIENT
BLOT;EARTH
DOWNTOWN;LEAF
COLONEL;WORDS
ENTRY;SHEEP
ATTIRE;HIP
SPEED;FASHION
HOSTAGE;HEART
MAROON;TROUBLE
WALL;FURNITURE
OPERATION;VALUABLE
JOURNAL;HAMBURGER
GUEST;AIR
INCLINE;TIRED
SMELL;POSITIVE
LIBERTY;BATHROOM
YARN;REFRIGERATOR
END;STRIPE
PASS;JOGGER
UMBRELLA;SORORITY
GROVE;DATA
LEAST;BATH
FROWN;TASTE
SILLY;SOAP
BECOME;SEARCH
CONTEXT;NEED
MATE;TOES
TALK;RABBIT
ROOMMATE;BLUE
BATHROOM;THREAD
MAGAZINE;SPINE
LIVE;NONE
OINTMENT;STONE
BLOCKS;CAVE
DIAMETER;RATTLE
SCALE;TUMBLE
DATE;RAW
NOTEBOOK;BROCCOLI
FRIGHT;GEORGE
MINOR;SHARP
LION;RELIGION
TABLET;WARM
IDENTIFICATIO;VOLCANO
CABINET;PUSH
POPCORN;SLAVE
GUN;MEANING
GRAVY;EXHALE
BLOOM;FUNGUS
WINGS;STRESS
STUMP;BILLY
BLOOD;RULES
LAWN;CRUNCHY
MANY;CONCRETE
HEALTHY;EASY
MOB;ART
STREAM;KEEP
DECORATION;FATHER
COPIER;WHINE
FABRIC;SMASH
FOGGY;WEAR
SALE;GUILTY
REPRIMAND;GIRLS
KNEES;EVEN
TOSS;BUILDER
DISGRACE;JUNGLE
TECHNOLOGY;DREAM
FUMES;OFTEN
FRIENDLINESS;PEN
PLEDGE;MARKER
MUSCLE;RUDE
JOCK;ACCEPT
HAMMOCK;UNFAIR
UNDERWEAR;GIRL
STEAL;ISLAND
CLOSE;PRIEST
CAMP;HOUND
BEEF;BUG
LAW;COW
KETTLE;DANCER
POEM;STAPLE
AROMA;LEADER
PREDATOR;CONTINENT
MINIMUM;UNEMPLOYMENT
REVOLUTION;FAIR
CIRCLE;WIMP
TWIG;CRACK
MYTHOLOGY;PERFUME
ATOM;SHY
MUMMY;DAILY
ROOM;TROPHY
SECRET;ORGANIZE
PSYCHOLOGY;HURRICANE
METHODIST;FAINT
SCARCITY;NEIGHBORHOOD
BRITANNICA;FRANCE
POTTERY;KNEE
SAND;BOAT
VAN;BEND
SOOTHE;FLAG
GLOBE;MILK
SCAPEGOAT;BUILDING
SAP;TOGETHER
CANDIDATE;BED
CARNIVAL;TOOTHBRUSH
PEST;COKE
KNEEL;HOURS
FORTUNE;FALSE
DUSK;BEFORE
PRODUCTION;PRINCE
MOTION;DEFENSE
THEOREM;FORTUNE
ACHIEVEMENT;OYSTER
SOCK;BEAST
GRACEFUL;EAR
STORM;ASHTRAY
POUR;POT
CREATOR;FOOD
RESPECT;COMMUNISM
NAIL;DOE
NORM;MIRROR
PICK;CARROT
DESERT;PRISONER
COCKY;WET
COMMENT;ZONE
FIG;WEIGHT
PHYSICIAN;SWEET
MINERAL;DEAD
RAIN;SHOELACE
PATTERN;TOUCH
CRAZY;LETTER
ANNIHILATE;PARENT
SHAPE;SMILE
ARCHITECT;EYE
CREATION;WAITER
IDIOT;SAME
COMPETITION;BEE
MARCH;LAWYER
ASIA;RICH
BEDROOM;AIRPLANE
ENEMY;RIP
PUSHY;CHAOS
ABNORMAL;TIGHTEN
GUYS;QUESTIONS
SUN;ZIT
STACK;WAIT
EIGHT;HORSE
DROWSY;CAB
BAR;HUNTER
RARE;THIRST
LIGHTHEADED;OIL
APPROVAL;PAVEMENT
ROOF;DIARY
CAKE;CANS
DESIGNER;BORING
TRICYCLE;UNDER
BIT;OCTOPUS
SACK;CLAM
CUT;STRENGTH
DISTURB;CLUB
WIFE;ALIVE
FAIL;HOUSE
ZEST;SPORTS
LINT;CHEST
SUPPORT;CHIP
POPEYE;SHOOT
UNIT;SHIRT
LODGE;VINE
PORK;BELIEF
SUDS;DIRTY
COUNTY;SHOWER
JEWISH;PRISON
ASLEEP;WORM
RAPE;ORGASM
BLUES;PROOF
LINK;ATTACK
MAJORITY;BITE
BANKER;ENGLAND
MORALS;BUFFALO
BATHTUB;MONTHLY
CITY;VOMIT
MAGNET;SYSTEM
CORD;DANCE
SCOTCH;WHALE
TOUCH;FINISH
VACATE;MIND
AXON;KNIT
LATE;THINK
ASPIRIN;DEODORANT
ARTIST;BOX
NEWS;GOVERNMENT
THUNDER;DONE
POKER;FIRST
GRANDPA;ASSUME
UPTIGHT;PATIENCE
SALAD;FRAGILE
SAILOR;CHOCOLATE
CHANNEL;MINE
SLICK;DOG
WEEKLY;FOG
LAUNDRY;REFEREE
SEEK;HAY
SCARF;TURN
FORGET;BASKET
MEADOW;WAY
EARRING;OVEN
BAY;GRADUATION
MINT;YARD
BOOKBAG;PEOPLE
STOMACH;PROTECTION
PRO;AGREEMENT
APPEAL;CROOKED
VOMIT;CITY
PHYSICS;PICKET
PIKE;NAIL
THING;RIBS
ADVENTUROUS;ADOLESCENT
FURTHER;LIBERTY
FAITHFUL;RELATIONSHIP
HONESTY;MOUSE
ADDICT;MOB
FLUFFY;CONFUSION
SNOOZE;THOUSAND
INNOCENT;PREJUDICE
NECKLACE;HAMMER
PROPERTY;FLOP
HUNG;DIRECTIONS
QUEST;COUCH
BACKWARD;SILK
GUILT;RIDE
BEGGAR;POLISH
BRANDY;EXPLOSION
NUTS;NEWS
OVERFLOW;ITALIAN
RAW;KILL
KNIGHT;THROW
BRICK;LAWSUIT
FOAM;ENERGY
DRUGS;SWAMP
MEMORY;RULE
CHAMPION;PENNY
ASH;CURTAINS
FAMINE;HOMELESS
MEDAL;WALL
ORE;NEAR
SACRED;CLOWN
DENY;STORAGE
ALL;TOWEL
CENTER;OPENING
OWNER;FOREIGN
COACH;JESUS
PLEASE;WHOLE
CHEERLEADER;ROCK
PORTRAY;NEUTRON
FOUNTAIN;SEA
AIR;MURDER
OPPORTUNITY;MODERN
SELL;ROUGH
FRIAR;SHOES
GUARD;EXCITED
STATE;QUIET
DULL;DIRT
RAM;MAKE
COMMITTEE;LOUD
LETTUCE;ASLEEP
QUART;RICE
PRICE;WRITING
DEAD;LOBSTER
COUGAR;REMEMBER
PLUSH;TIGER
OPENING;REPEAT
DAWN;FORGIVE
UPSTREAM;MURDERER
RUNNER;BICYCLE
HITCHHIKE;STOMACH
CRAWL;STING
CARROT;ELEPHANT
SPLINTER;OKAY
INSIGHT;SUN
UP;RENT
ELEVATOR;LOTS
PLANNING;HAPPY
VALUABLE;TABLE
CRITICAL;LOOK
ANGLE;ONCE
JOG;KNIFE
MAN;WOMEN
VERSE;THUMB
EARTHQUAKE;MOVIE
TORCH;LOSER
PROOF;LEDGE
INSTANT;BIG
SOMETIMES;TRICK
FLOUR;NO
MOSS;GLUE
DISSIMILAR;SUPPER
COWARD;RIVER
CUSTARD;RACE
SERVICE;STACK
PICKLE;SWEAR
CAB;GEOMETRY
PROPRIETOR;THAW
ANOTHER;SILLY
SORRY;TOWN
TEENAGER;BACK
LOAN;WIMP
VACANCY;BELIEVE
FLORIDA;HEAT
DINOSAUR;READ
CONVINCE;COMFORTABLE
UNDERSTAND;KNIT
DONE;SPEECH
GAL;DESTRUCTION
MULTIPLY;DON'T
SEPARATE;LEFT
MONTH;CLOCK
LOYAL;THING
PICTURE;DRIVING
BURST;GUM
GRIZZLY;SNOB
VILLAIN;SYMPATHY
SIX;MEET
AGAINST;TIME
VESSEL;FUDGE
TWICE;HORSE
GRIEF;POUND
STARCH;AUSTRALIA
AMOUNT;PAST
TRENCH;ORDER
GRIND;PURSE
ORNAMENT;SHOVE
CARTON;SPINACH
LEGEND;WEDDING
PLAYTHING;AWARE
MOP;CREATOR
BUYER;ORGANIZE
HARE;GET
DIAL;PUNISHMENT
FUND;PRISON
SEAFOOD;PEACE
TERM;DEFINITON
STRIKE;NOTHING
BORDER;DOLLARS
PLAID;SOCKET
TRACTOR;ARMS
QUILT;HEAD
SIDE;BITE
SLENDER;FOUR
MUFFIN;NECKLACE
CONCLUDE;STREET
DEMOCRACY;ARM
REFRAIN;FOLLOWER
FLUID;WHINE
SURVEY;IMMATURE
OFFICER;BALLET
SCULPTURE;FLOAT
ADDITION;THUNDER
NUN;TAX
OFFEND;MUSIC
TESTIFY;CLAM
WHEEL;INSURANCE
CABIN;FAMILY
WORSE;HOG
LABEL;STORY
FINAL;SUPERMAN
INTENSITY;WEIRD
HUMAN;SHIRT
HOTEL;PAVEMENT
BREED;DIARY
FIELD;YELLOW
RAT;STIFF
SPOTLESS;POT
DARING;GHOST
HARM;SMUDGE
ANNOY;CRACK
FRAIL;MISTAKE
SUGGESTION;STORM
AUTHORITY;PRINT
SLAB;BROTHERS
RIDER;LADDER
TON;ACT
POINT;SPOON
CHUNK;CHRIST
PUKE;TERRIBLE
EXTRAVAGANT;CLOTHES
APPEARANCE;LINE
THIEF;BOX
CAP;DISH
SUBTLE;MUD
SOW;BLAME
CANDY;ALLOW
KILLER;FOOD
CHINESE;BREAD
GOAT;MASSAGE
STRATEGY;SEPARATE
ALCOHOL;STICKY
ENGAGE;CONDOM
BOTTLE;ZOO
OFF;PAPER
GARBAGE;READY
RETAIN;DRUGS
COMPLICATED;TEAM
LEGION;WHEELCHAIR
DOVE;FIGHTER
RUNNING;CALCULATE
PROVISION;ABANDON
SOLUTION;ENCOURAGE
OLIGARCHY;PART
IDENTITY;REASON
BRAT;SPEAK
COAST;ACTOR
EINSTEIN;CIGARETTE
CHEF;DONKEY
PATIO;ELEVATOR
BEAUTIFUL;STILL
CABBAGE;PEANUT
VOTE;TROUBLE
STEREOTYPE;VIRGIN
CONSCIOUS;RABBIT
SIP;KING
JAWS;STRIPE
DETAIL;AWAKE
BRING;ANSWER
TACK;GREAT
TRUTHFUL;LEAF
ABOVE;PROPERTY
RING;SOPRANO
RELATIVITY;BREAKFAST
QUALITY;CHARACTERISTIC
HEROIN;ABUSE
LINGERIE;ATTIC
DELICIOUS;GLASSES
BOARD;PERSON
TURN;SAY
STIMULUS;MONK
BLANKET;WHY
COMPOUND;JEANS
FREEZER;REFRIGERATOR
INVENTOR;SELL
SUPERIOR;TALL
GATE;EMOTION
WALKWAY;HEAR
PICKLES;SEXY
BUDGET;POTATO
CASUAL;CON
HERB;SUCCESS
COFFEE;LIFE
ROD;NOVICE
BRAND;CALL
LOYALTY;CARRY
HUSBAND;PERIOD
TRAUMA;HOME
DRESSING;HONESTY
TOMB;CAVE
GREEK;CAN
HEIGHT;ANNOY
PENDULUM;WHAT
ENTERTAINMENT;OFFICE
MINUTES;LONELY
OLD;VALUE
HAIRCUT;LAND
PERISH;DRINK
INTEGRATE;HARD
AIRPLANE;COMMUNIST
CRICKET;BETTER
COP;AGAIN
GRASS;STRAIGHT
MAJOR;HOLY
VISIT;FIX
MOST;ANNUALLY
INFERNO;LAST
BREAK;NATURE
CHANCE;BOW
PAN;STRAP
ACCURATE;FISH
COMEDY;FINGER
UNCOOKED;GIFT
SYSTEM;BEER
SOIL;MARRY
RENT;THREAD
BROKEN;LUGGAGE
SENATOR;ROCKS
IMPRESSION;HONEST
SLUG;DEFEAT
RIP;AGE
ASPHALT;SISTER
DIRECTION;GEEK
CENTURY;ELECT
MAGNIFY;TRADE
COMPASS;SPRING
REEF;APART
BISON;YEAR
JELLY;SPANISH
ADDICTION;POKER
PROCESS;BEG
SLAY;SCHEDULE
SECRETIVE;FENCE
STICKER;CLEAN
STRAIGHT;AFRICA
BLUR;DIME
JAIL;ALUMINUM
SASH;SUBTRACT
BOLT;MATERIAL
SPRINKLE;LIE
KID;TELL
PLAIN;UNCLEAR
GUESS;NOSE
EASTER;NOISE
ADVANCE;GARBAGE
ANGRY;GAMBLE
CLIMATE;NONE
CULTURE;QUESTION
DUPLICATE;TRUE
HYGIENE;QUACK
WHEAT;YOU
FUN;POEM
RADIATOR;SISTER
HAY;BREATHE
HALF;CHOOSE
STOVE;SHAPE
WRINKLE;TRY
DONATION;POSITIVE
WOMEN;BANK
FOUNDATION;VIEW
RUSSIA;CONCEITED
YES;RAW
REFEREE;BATH
SOUP;MONSTER
DENSE;TABLE
ABSURD;SATIN
VEGETABLE;COAT
CIRCUMSTANCE;RULER
GENE;CLOSED
NUMBER;PENCIL
FROG;TALL
ANIMAL;SUBTRACT
SHOULDER;ANKLE
CHURCH;WHITE
LID;BIRD
CHILD;DOTS
BUMPS;GIVE
ANCESTOR;MINUS
CRITICIZE;FAIL
DIVISION;BEAUTIFUL
OBLIGATION;SCHOOL
HOTTER;VEGETABLES
SURGEON;TRAILER
PHRASE;CHARACTERISTIC
UNIFORM;SHOP
OUT;CUP
INSTINCT;FOOT
MOUNTAIN;SITUATION
OVERVIEW;AWAY
CONGRESS;COVER
SOBER;BORED
DIVIDE;GOOD
OUTLET;ATTEMPT
SUPPOSE;TUMBLE
THIGH;PEPPER
BOIL;HAPPY
RUBBER;PAIN
SILK;CIRCLE
SNUGGLE;BLUE
TAX;SAMPLE
GRIP;SALE
GOVERNOR;GREEN
BOWL;PROTECT
TOY;CHAIN
EXCITED;SHIP
SECURE;MAID
SEASONING;DEFINITION
OBSERVE;DEAF
JUNGLE;PAN
CAREFUL;CEREMONY
EARLY;PROTECTION
IMMEDIATE;SAUCER
JUVENILE;SHEETS
NURSE;HIGH
WOOD;DILL
LONELY;KISS
CONTRACT;BAT
SOFTBALL;WORLD
PADDLE;PERIOD
KNITTING;LEAVE
COMPONENTS;COP
SPRAIN;LIKE
ADVISE;KITCHEN
CAUSE;THURSDAY
GO;NEWS
BRUNETTE;ENGLISH
WAREHOUSE;SCIENTIST
WINDOW;OWL
PATTY;FLOWER
COOL;LAKE
FLY;GOLD
CHEAT;WEAR
LAWYER;GLOVES
COVERED;FOOTBALL
HIP;COCAINE
STILL;SIMILAR
TOW;GOVERNMENT
OKAY;ZERO
GHOUL;TRIP
PLAYGROUND;GUM
HIDDEN;UNUSUAL
USUAL;STEEL
SHELF;EVEN
DEADLY;SALT
POCKETBOOK;NEWSPAPER
CATTLE;SELLER
STAPLER;SELF
SURFACE;PEOPLE
LOUD;JUMP
RUG;SPOILED
FRUSTRATION;MOST
OBSTACLE;ROBBERY
LOST;ALLIGATOR
DICE;BACKPACK
LATCH;MOTORCYCLE
CAPACITY;ERUPT
CHEMISTRY;BODY
CAULIFLOWER;SCARE
PART;STAPLE
PASTURE;HOG
NOTHING;HAT
TRAMP;HOMEWORK
PRINCE;NAVY
DEVELOPMENT;CABINET
BEAT;JACKET
DOLL;POLICE
WED;IDIOT
GRADUATION;SEE
BACK;ENEMY
SORORITY;CLEAR
BOUILLON;SHARK
JOURNEY;DIE
DIG;FOX
ORDINARY;SWING
STUMBLE;LET
NERVE;BEAR
VOLCANO;BASE
RELATIVE;BALLET
CARESS;PURPLE
PRICELESS;SLIPPERY
FUNGI;HOTEL
FORCE;SUMMER
QUACK;TEAR
SUGAR;LAW
AROUND;BUFFALO
BURGLARY;BASEBALL
CLENCH;BED
HAVOC;MIXTURE
CANAL;HURRICANE
PAIR;OPERATION
TAME;PLATE
BURIAL;REFUSE
MUTE;SWALLOW
CLEANING;HARVEST
EAGLE;WASHER
COWGIRL;RHYME
CHAPEL;JUNGLE
BULLET;NEWTON
DEPEND;STRENGTH
START;PRINCESS
BALLOT;BIOLOGY
PRAYER;OCTOPUS
THUNDER;LIGHTENING
GANG;FEET
BUFFALO;GUITAR
BUBBLE;CHAOS
SHORTS;SQUARE
IRRITATING;HOLD
CURE;ABANDON
PROTEIN;ACCUSE
IRON;PLAIN
MEDIEVAL;ART
THICK;INSURANCE
COUGH;NOW
CRATER;HELL
GLASSES;HALL
FAN;SKIN
TICKET;BELOW
POWDER;MILK
BACKBONE;THIN
FASCISM;GOD
HAIR;HULA
WATERFALL;BUILDER
GRAVITY;HANDS
FORMULA;UPSTAIRS
BRANCH;PICKLES
OBOE;SEPARATE
CONNECT;HOLE
FINISHED;QUART
CELLAR;HAIR
ROCKET;HEALTHY
CELERY;STAY
THOUGHT;STOMACH
STOCK;LAWSUIT
CHEMIST;WOOL
PANTS;GRADUATION
JERK;PRESENT
SEMESTER;MOLD
SHIELD;CRAFTS
RODENT;FLIRT
ALRIGHT;OKAY
BREAST;ELECT
QUARTER;ASIA
BEAM;SAY
NOTICE;STRING
MINUTE;VISION
TYPE;SWAMP
SWAP;BOYS
LEOPARD;YES
KITCHEN;ISLAND
ENRAGE;UNDERSTAND
FIGURE;UGLY
BALL;GLORY
YOUTH;RIGHTS
WELCOME;FLY
FURRY;ATOM
ALTO;GROUND
GALLOP;EGYPT
NETWORK;STRAP
RIOT;SMALL
THIN;RUN
WALNUT;WHO
BUTTON;DOLL
NUCLEAR;CHANCE
STRIPES;CHEMISTRY
VENT;LOSER
TENSION;DRY
SOFA;CHICKEN
KNOT;HOOP
SUB;NEEDLE
BRITTLE;BOARD
RADISH;CALL
MELLOW;SOUP
STY;KNIGHT
SUMMIT;DESTROY
HARDY;EARTHQUAKE
ELF;WRITING
HELIUM;ELECTRICITY
PETROLEUM;YEAR
FLICK;PICTURE
SNOB;CORAL
ENERGY;DRIP
BENT;BELT
CONTINENT;BONE
PIN;FIRE
LAST;VIRGIN
MEND;EGGS
HONEY;GEORGE
APATHETIC;LIAR
CLAIM;PERSUADE
PITY;VALUABLE
STRONG;NARROW
PARDON;SOPRANO
SALT;TEACHER
APATHY;SCIENCE
MICROPHONE;PANCAKES
GUITAR;MEN
FEVER;DRAW
FRILL;VERB
SINCE;BUBBLE
REPLY;LOG
CHIPS;MOVEMENT
MOVIE;HUNGER
POLE;GAME
EDUCATION;CHEW
HILL;DEVIL
REFLECTION;ACHE
COMBINATION;LOAD
ESTEEM;SANTA
DEPUTY;STACK
VICE;BLEACH
VASELINE;LION
DAILY;BLOOD
MONDAY;VEGETABLE
HIKE;ANGEL
SWIMMER;RIBS
TUESDAY;BASKETBALL
ENVY;JOGGER
TANK;BUMP
MORTGAGE;TOY
VISION;WALKWAY
GYMNAST;WEATHER
HOLE;PATH
FILE;FRAME
SATAN;KILL
TRUIMPH;STRAWBERRY
SHRIMP;COW
WIN;FAST
VIOLIN;HURT
CHARM;WOLF
OUCH;GO
UNHAPPY;KNEE
ROOSTER;DOLLARS
SIBLING;SHAKE
CRITERION;COMPACT
LEGAL;GRAPH
TRAITOR;EXPLAIN
WORD;HOURS
CORRIDOR;EVIDENCE
SHIVER;IMMATURE
CREAM;LINE
FLOOR;LOOKS
MAPLE;WONDER
YOLK;SNEEZE
HAYSTACK;GRAVE
CAPTURE;BUSY
FIRE;OXYGEN
COKE;THANKS
POND;DARK
CUB;HOSPITAL
ATTEMPT;FLOAT
HOLD;STICKY
DISASTER;NAME
WEAK;EXTINCT
LIQUID;RIGHT
DRIVEWAY;SURGERY
GLANDS;IRON
CYCLONE;CAUTIOUS
FLING;BEDROOM
SPAN;FOREST
ATTORNEY;WALK
PHASE;LETTERS
AWE;VIOLIN
PREMISES;MOON
TWISTER;CONCRETE
UNSOLVED;BEHIND
FRAUD;UNDER
FALL;SHOVEL
DEVELOP;DOUGHNUT
PORT;GRANDMA
BECAUSE;SUGAR
DEPTH;GRASS
CHALKBOARD;BRANCH
LAUGH;ICE
VIOLENCE;GRASP
SPONGE;MONTHLY
LOSS;BOOTS
POCKET;THERE
DRACULA;GLASS
OVER;WIRE
BREAKABLE;INDIAN
BORING;CAUSE
CROCODILE;MALL
LEADERSHIP;CLOTHES
HAIRSPRAY;CLIFF
SQUARE;BOMB
FRAGRANCE;CONGRESS
APE;ALL
BOXING;KIND
REVENGE;CRIME
MONSTER;CANCER
THREAT;AFRICA
COMPUTER;POOR
BURGLAR;SECOND
ASTROLOGY;GROSS
SHEET;DOLPHIN
CERAMICS;BLONDE
INVALID;FEW
SNAP;ENVIRONMENT
LIT;OBJECT
SLOB;FILM
SAPPHIRE;AUNT
PLAQUE;STEAL
SNEAK;SICK
MEDIUM;SOFT
PIOUS;SECRET
FAD;REAL
CEMETERY;NECK
THRONE;MAD
ERUPT;EXAMPLE
QUANTITY;MESSY
EMERGENCY;IRRITATING
PERCH;FOR
EMPLOYMENT;UNEMPLOYMENT
UNLOAD;RICH
PITCHER;GIRLS
BARGAIN;YELL
PEOPLE;THEN
SUNSET;TITLE
ROPE;VIRTUE
TREATMENT;EIGHT
CHORUS;TOOTHPASTE
