prime;target
SELF;CLASS
LEAD;ORDER
SPOILED;CLOUDY
SHORTCAKE;WAGON
CREW;START
ASTEROID;AWARE
HAT;ILLEGAL
PERSONAL;CHEST
DISALLOW;LATER
HANDLE;HER
NOON;PLACE
ARIGHT;FOLD
NUMBERS;COOK
OBSCURE;ASSISTANT
CAMEL;COFFEE
DETERMINE;CONSTRUCTION
NONE;FULL
BLEND;ASHTRAY
BOW;CHURCH
POLYESTER;FRIGHT
SOLID;QUESTIONS
MAKE;WAR
ICE;AMERICAN
STYLE;FAMILY
NAUSEOUS;PILL
SUM;ACCUSE
FASHION;TREES
BULLETIN;STAGE
SCREAM;BASE
TASTY;SCARED
SURGERY;HALL
ICE;AMERICA
LIBEL;GLOVES
DISSOLVE;PYRAMID
SUBSTANCE;LEGS
PLAZA;TWELVE
HOME;TALK
BOUND;REEL
BUILDING;NORMAL
BOUNDARY;FLUTE
REPUBLIC;DISEASE
OYSTER;SHAMPOO
BELT;DEODORANT
SUBJECT;VOMIT
ACCOUNT;BAG
EARNESTNESS;RIDICULOUS
BORROW;ENDING
IRREGULAR;PLATE
DINER;CUT
FOLD;TERRIBLE
CHILDREN;SUPERIOR
GIRLFRIEND;DUCK
BARREL;MEAT
IVY;HUSBAND
GANDER;LET
EVICT;DESK
EVER;FRUIT
DISHONEST;CAR
BULLOCK;RARE
MEASUREMENT;WEAVE
LOG;ATTACK
LOUNGE;HELP
UNITED;AMOUNT
LESS;FOX
CROPS;WORRY
HUSK;PHONE
REARRANGE;CEREAL
HORRIBLE;PEANUT
LEARN;PEPSI
QUIZ;DAGGER
PLUS;JUMP
COOK;ARROGANT
CLEVER;FAD
LEAK;CON
SWAN;MACHINE
MONTHLY;KEEP
SPEED;STOP
HONEST;NAIL
PLUG;SPINACH
LICENSE;SWING
ANNUAL;STREAM
BIRTHDAY;TEN
DISPLAY;LITTLE
CORPORAL;PRINCESS
ROBE;MOST
PATH;SOCKET
PAPERCLIP;WINNER
CHOICE;FRANKENSTEIN
NOVEL;PART
HURT;LIGHTNING
HIDE;DINNER
LAWSUIT;LAWN
DISH;BEG
DINE;ONCE
MEANING;DEFINITON
MALL;LAKE
BELL;ARMY
STRIP;COURSE
DITCH;CONCERT
ANTIQUE;FACE
SHRUB;JUDGE
FLESH;PEPPER
AGE;HELPER
STUDENT;JEANS
LITERATURE;RULER
CREATURE;RELIGION
SHELL;GARDEN
CROWD;RADIO
OLYMPICS;BICYCLE
SWEATER;ASSUME
FITNESS;SAUCER
VEER;BETTER
ROAST;CATS
COMMUNICATION;WHY
BANANA;SHE
HEADING;BELL
DIRT;MANY
PLEAD;ITEM
SHAVE;SUPPER
CURSIVE;DROP
DATA;LUNCH
ILLNESS;TEACH
ETIQUETTE;WHEAT
EXCEPTIONAL;PEAK
MORSE;GUN
SEAT;LIFE
ORIGINATE;DANGER
ATTENDANCE;FARM
SEW;FLORIDA
INSTANCE;JESUS
PROUD;TREAT
VIVID;BEGIN
SNEEZE;NAKED
ONION;UNCLEAR
BAIT;CARE
CRAFTS;SEXY
TOE;RIDE
INTOXICATE;ATTEMPT
CROOK;STAFF
CEREAL;UNCLE
OBTAIN;WARM
AMBULANCE;SCISSORS
UNDER;CABIN
TRAIT;BUILD
ANNOYING;DISAPPEAR
MORAL;FAKE
LANGUAGE;AWAY
PATIENT;ME
DEMI;CORN
BRAKE;BIRD
BEAN;LAYER
BREAKFAST;QUEEN
HERD;GREED
PADDY;FLOWER
LOTS;JOKE
SLY;NOTE
SCREW;PROTECT
SOCKET;ABNORMAL
SYMPHONY;CODE
DRIP;GIVE
CLOSING;PACKAGE
INDEPENDENT;CRIME
GROSS;WHERE
DILIGENCE;SMILE
TOTAL;ZONE
CREASE;INDOORS
TUMOR;BAD
PIT;ROCKET
LEDGE;THEN
SOCIETY;EIGHT
MARSH;EXCUSE
HANGER;COLOR
MANUFACTURER;SWEET
TANGY;STRICT
ENGINE;WEIGHT
CAR;SALAD
DIFFER;HOSPITAL
PRANK;CRY
PALE;ARGUE
PRISONER;MARRIAGE
DRAGON;INDEPENDENT
RUMOR;NEURON
PLUTO;DEFENSE
DISORDER;TIME
WIDE;BOOK
RHYTHM;OUTDOORS
SLUM;FUN
ITCH;YOUNG
DIFFICULTY;SHOOT
EXERCISE;PROM
HUG;LOOKS
PUBERTY;DARING
SALES;WHEN
RESEARCH;EXPENSIVE
KEY;WEB
GROUNDS;GLASS
ALRIGHT;FOLD
HIM;VIRTUE
TELLER;SWEAT
MESSAGE;HURT
BLADE;IRON
HERE;ENLARGE
CLOUD;SECOND
LEADER;FEAR
SAUCER;DECIDE
ADORABLE;TANTRUM
STOLEN;FILM
FRIENDSHIP;TILE
ENJOY;CLAY
JEWEL;SERVICE
CHIME;BLONDE
REMOVE;COURT
FAUCET;AROUND
VISITOR;PLAN
COLT;SHOVEL
BREEZEWAY;GROW
JOBLESS;UNEMPLOYMENT
MARS;AVERAGE
PASTRY;COUGH
CONSTITUTION;CALCULATE
CEMENT;ANXIETY
GLIDE;BEEF
METEOR;BROTHERS
VICTIM;DEPENDABLE
SAINT;STATE
SNACK;ORGASM
BASKET;DRIVER
LONDON;TITLE
VIOLENT;ELEVATOR
REAL;SPINE
ORCHESTRA;WET
BLAME;PRIVATE
REAPPEAR;ALERT
WEIGHTS;BEARD
UNJUST;POOR
CEMETARY;NECK
SEATBELT;STRAW
DEFEND;BALLOON
HUT;JANE
ROW;LONELY
SUFFOCATE;WOMEN
LIST;HIT
TUNNEL;ELEPHANT
ARMS;TASTE
ANCIENT;SIGHT
PLATE;STAY
LUMBER;TORNADO
PLATES;TART
SCHEME;ATTIC
SLEIGH;CHOICE
BRUISE;WORKER
PASSAGE;POISON
RAINY;PLEDGE
THICK;PICTURE
BOG;WIFE
CRESCENT;GOOSE
TRIUMPH;STRAWBERRY
MISSILE;DUST
REFRESHING;ARGUMENT
SQUEAK;HEAR
RESPONSIBLE;THROW
UMPIRE;PUKE
COLESLAW;MOUSE
ROAM;HEALTHY
SWORD;BATHROOM
AIM;PRESIDENT
RITUAL;CUDDLE
FINGERS;CROWD
COOLER;BITCH
FAITH;PICK
TUTU;APRIL
ANTIDOTE;DAM
SLURP;CENTER
PROMISE;MAGIC
COSTUME;STRING
SOMETHING;TUESDAY
PROSE;PLUG
GENEROUS;DISC
ARROW;MAKER
BROWN;SONG
SEDATIVE;FREEDOM
WHITE;STORE
FOND;DESERT
YEARS;NURSE
BUILDER;OKAY
BURY;ELECTRICITY
CHROMOSOMES;FENCE
SCOLD;SLIDE
WICKER;HAND
INJECTION;BLANKET
MAGGOT;WALKWAY
MEAT;KING
SOAP;GROUND
MINE;PARK
SLING;CUTE
DIFFERENCE;KIDNAP
COZY;YELLOW
EXCHANGE;ANGER
POLICEMAN;WINE
PIE;RELATIVE
HALT;DEATH
CAPABILITY;WINTER
CONCLUSION;SMELL
GULL;DEPENDENT
GOURMET;CORN
BEARD;ARROW
FOREVER;TEST
CONDEMN;BUMP
HEAL;TOOL
SQUINT;MOTHER
VAIN;DEEP
NOMAD;RELATIVE
BELLY;DROP
SUBTRACT;MEN
LAP;EMBARRASS
DEPARTMENT;DEATH
HUNGRY;SHOP
SUCCESS;FIND
ATTENTION;JOB
DISLIKE;SAND
BUD;CANDY
MEASURE;CORAL
LIVER;FORWARD
TERM;ANKLE
SNOT;GRAB
EVALUATE;NONE
PRAISE;COMFORTABLE
VICTORY;BLANKET
FEED;COOL
LAGOON;SANDWICH
MINK;SLIDE
UNSEEN;SLEEP
MORE;NOODLES
TOUCHDOWN;SCISSORS
ATLAS;TAKE
SOLO;COURSE
CONVENT;BEGINNER
OBJECTIVE;GREEN
FAVORITE;COTTON
NOTIFY;ENGLISH
SWATTER;DRIP
WEAVE;MOUTH
DECAY;PURPOSE
INSECURE;TONIC
CONFUSE;MISUNDERSTAND
AGREEMENT;DISAGREEMENT
HE;DISHES
VENUS;CURE
EFFECT;GROUP
KIDNEY;TAG
MUG;AMUSE
REBEL;PERSUADE
INABILITY;GROCERIES
CLICK;WHOLE
KNIFE;SKI
CRADLE;STRESS
FRIDAY;MANNERS
DILEMMA;CURTAINS
QUILL;PUBLIC
WORST;MINUS
SPHINX;FOLDER
MAILMAN;DISAGREE
INSIDE;BABY
MEDICINE;COWBOY
CALL;ADOLESCENT
INFLUENCE;GLORY
ATTRACTIVE;PARENT
PLIERS;COMPANY
VIKING;CEREMONY
TEMPLE;ROTTEN
BOY;SYMPATHY
BURDEN;PROM
FAKE;FAR
VIOLET;TOOTHPASTE
MAXIMUM;CAMERA
IMAGE;AVERAGE
TORN;APPLE
POOL;STEEL
MOIST;PLAN
MAMMAL;WEEKEND
BELIEVE;MILE
DIAGRAM;MINOR
LENS;CLOSING
CRAFT;IN
TOURIST;LEMON
SPREAD;GRASP
PREPARE;CHEAP
VEAL;DIE
HUNGER;HALLWAY
TENOR;CANCER
REPUBLICAN;SICK
PIECE;BUSINESS
DRUNK;STAMP
SYNOPSIS;DAD
VARIETY;EMPIRE
LEAF;ADD
EVACUATE;SHOE
ODD;BASEBALL
BILLBOARD;PUDDING
LASTING;BUTTERFLY
CONSCIENCE;TRIP
SAFE;DRIVER
POP;PROMISE
DESCENT;MOON
NEGATIVE;MIRROR
DISTINCT;ALERT
HELMET;SHOPPING
HEALTH;SENATE
CAREER;PEPSI
CELCIUS;AFTER
WRIST;LANGUAGE
ANXIETY;GOO
SUPER;ALONE
APPRAISE;EMPTY
FROSTING;FINISHED
DEGREE;COLD
AUNT;SOMETHING
COMMUNITY;NEIGHBORHOOD
PREFER;TWO
NOVICE;LADY
TIGHT;CREATE
ASSISTANT;SMOOTH
ABDOMEN;TEAR
ANTEATER;RING
ENDLESS;ASIA
LETTER;STEAK
TEAM;NAKED
PEN;WEAK
ROCK;BIKE
EXPENSIVE;SHAVE
MANNER;OLD
JEALOUSY;RIGHTS
CONE;WOMEN
BEGINNER;DULL
WARNING;COP
SHOP;LOSE
CLIFF;ANGEL
CORK;STATES
ENGLISH;STORE
INTOXICATED;PIECE
REACH;VEGETABLE
BOUQUET;FRATERNITY
CAPE;AMBULANCE
CHEAP;AUTO
FIVE;HUNGRY
SCALPEL;ACCOUNT
DUMP;NEGATIVE
DRAG;ROT
CHESS;FOOT
TAG;WEDNESDAY
COLD;COVER
TASK;HALLOWEEN
CUSHION;HURRY
SPICY;SPRING
CONTENT;EGG
HINGE;ALRIGHT
TEMPERATURE;HOMELESS
HOSTESS;DAYS
ACCUMULATE;BROKEN
PLATFORM;LIBERTY
FADE;SEVEN
REEL;RATTLE
ENOUGH;BLACK
KINETIC;ONION
PERIOD;DECISION
SPOTS;DIME
FELT;CRAFTS
ASSOCIATE;LOOSE
INSANE;BUILD
FLEA;BOW
DRUG;DEFINITION
ELIMINATION;ORANGE
WITCH;APOLOGY
BEAVER;RAIN
ACCOMPLISHED;FANTASY
GUMS;RESTAURANT
CONFLICT;TENNIS
DELINQUENT;MAP
SADDLE;BOYS
HUMILIATE;SMART
CORNBEEF;TANTRUM
AGENCY;BRACELET
INCREASE;NAVY
FIGHT;LACE
WHEN;SHELL
SHEETS;RHYME
REMOVER;DISEASE
GRACE;FOLD
SEEM;GANDER
RATIONALIZE;LOCK
SHOOT;HORN
CLOCKWISE;BAD
CORRECT;OWNER
FACULTY;MOUNTAIN
EQUAL;HOLD
KILOMETER;PRETTY
TUPPERWARE;CRIMINAL
BRAVE;TOP
BUY;DUSK
RETURN;ROBBERY
GONE;DUTY
EVEN;FOREVER
DRIVE;COUGH
SYMPATHY;SOUR
DISPERSE;ACTIVE
COBWEB;BARGAIN
ETHICS;FEELING
FESTIVAL;WEAVE
ADVERTISEMENT;GREAT
FUGITIVE;FIST
DOUGH;DRIVING
EXPERIMENT;SCRATCH
CENTRAL;LAWYER
COTTON;STATE
LICK;SECURE
DEMOCRAT;CAREFUL
EXCELLENT;LIGHTNING
MENTAL;CRACKLE
NAPKIN;CLASS
COURT;SPREAD
JAZZ;TALKING
COMMANDER;FEEL
SIREN;FRANKENSTEIN
RELIABLE;WATER
LIMOUSINE;FULL
CLOAK;TEMPLE
PEDAL;FOUND
SICK;STUDENT
OTTER;GHOST
THIRSTY;CONSTRUCTION
DISCOURAGE;FIELD
HAVE;GRAND
FANCY;AGREEMENT
LUNCH;GAS
WIT;ROUND
EXTINCT;YOUNG
SPAGHETTI;HINT
GLORY;DOLLAR
BRACES;STAGE
CRAYOLA;SKILL
SUMMER;MIDDLE
PLAYING;CARROT
ISSUE;CELL
PAGE;LATER
PUT;BEAST
DOE;MEET
SLOPE;NUN
INDUSTRY;LUCK
MINTS;ENLARGE
FEEBLE;WILD
PILLOW;SALAD
CURVE;BEAT
WILL;DRAIN
OODLES;MAGAZINE
APOLOGY;WIN
SPIN;DARING
PRESENCE;FEAR
VACUUM;EXIT
CANYON;ELECTRIC
SOOT;MAD
WHY;THANKS
GRADUATE;SEW
PRESMISES;MOON
CATASTROPHE;GOAL
GEORGE;EXPERIMENT
CORPORATION;LAMB
MEDIOCRE;ERUPT
POET;FAT
MASK;NECK
ANGEL;FASHION
POST;CRAYON
DECOMPOSE;LARGE
BEST;CAKE
SPLIT;OPERATION
INVENT;TEETH
SNAKE;BAND
DIGNITY;CARING
INDOORS;DIVIDE
FILTHY;COCAINE
BLUFF;KEEPER
ALTER;DEER
HARSH;RAT
ROYAL;EVIDENCE
COCOON;SPIDER
COMMA;REFUSE
WRAP;FEMALE
FLU;POISON
FLEET;HOSTESS
DECISION;CABBAGE
MISS;THEORY
DISCREET;BASIC
FREEZER;BAT
SURROUNDINGS;BALL
ROMANCE;CENTER
TILL;LAYER
CANVASS;FAILURE
LUNG;RELATIONSHIP
OATH;CAN'T
MOTIONLESS;ANT
TITLE;STRAWBERRY
DOORBELL;NIGHT
HIVE;RUG
SALTINE;MUSTACHE
TUNA;SHOT
ANTLERS;DISGUSTING
HYPER;PIG
TRACE;CONSERVATIVE
SPARE;WOOL
LEGISLATURE;WANDER
CHRISTMAS;SKY
INTENT;RELAX
GIN;SOCIETY
ALBUM;LESS
EMPLOYEE;COLLEGE
DELICATE;ONE
WASTE;EMERGENCY
ASHES;SUPERIOR
CORAL;WASHINGTON
ILL;DOUGHNUT
DOZEN;JUVENILE
SHOW;CLIPPER
HYDROGEN;WORST
ATTIC;GROWTH
DEMON;DIAMOND
JESUS;PLAY
DECIDE;AMOUNT
COYOTE;HIDDEN
SWING;HUNDRED
GULP;SHOCK
INNOCENCE;FROG
GLASS;SAVE
SEE;DARK
KNAPSACK;BOY
LASH;KIDS
MASTERY;NERVOUS
PENNY;STOP
FOOL;ZERO
HIKER;RECIPE
THRIFT;HEAVEN
CYLINDER;FLOOR
STREET;HEALTH
HANDSOME;MARKET
SURVIVE;TOMATO
STRAND;UNFAIR
BADGE;BOYFRIEND
MYSTERY;EAT
LAPEL;SEEK
BRAVERY;BUM
THROAT;CASH
FUEL;ABILITY
SIGN;TRUTH
SHARP;SING
BASE;HOLE
GALAXY;SWEAT
OUTCOME;RECORD
GRAY;CHARACTERISTIC
ELABORATE;SPORT
COLLEGE;JOURNEY
POPE;LIKE
MUTTON;FAITH
BAGEL;SALE
SCIENTIST;DIRECTION
GRAVE;PREVIEW
ADJECTIVE;BANK
SHRINE;CIRCUS
TOENAIL;SIX
LEG;DONE
FOG;SAFE
CONCENTRATE;VISION
IGLOO;MEAN
WELL;EARTHQUAKE
VEGETABLES;COUNTRY
ENTERTAIN;MIST
GREET;FRAME
DUNK;THIEF
SWEET;CHIEF
FLAT;DOWN
DISCIPLINE;SUNDAY
BOLD;NOTE
TANGERINE;MONEY
AUTUMN;PLANETS
GOO;ACHE
ELEPHANT;CUTE
STADIUM;CARD
TRUCK;SYSTEM
DIM;EARLY
CONSEQUENCE;FRIEND
MOTORCYCLE;KISS
CHECK;TIGHT
DRUG;DEFINITON
PRECIUOS;CROOKED
HUNDRED;PUSH
CRAB;SCARED
HOUSE;ELEVEN
TWIN;SHORT
REFREIGERATOR;OVEN
ACROBAT;JEWISH
RESORT;GIN
STORM;LIGHTENING
TUB;GUESS
VISTORY;WINNER
BROOM;MUSCLE
NAVE;OUTDOORS
ABSURB;SATIN
PITCHFORK;HELL
AGREEMENT;BIT
PALACE;KILLER
COURAGEOUS;DUMB
MONK;EXPENSIVE
HEEL;CRASH
ANALYSIS;MOM
BULLY;RUSSIA
ALLEGIANCE;SPOT
AMERICAN;GRANDMA
BLESS;WANT
HELPER;SHAME
PAY;TURTLE
ODDS;WASH
WASHCLOTH;ANXIETY
WEEKEND;FRONT
MEXICO;CONTROL
SWIFT;BAR
SCENT;COMMENT
SCIENCE;BRANCH
BREATHE;KNOWLEDGE
POETRY;BEAM
BLUNT;SUFFOCATE
HURRICANE;BUSY
AGENDA;ARROGANT
HURRY;BOSS
WINNER;JACKET
HEAR;IDIOT
LEFT;WASHER
MELT;ADJECTIVE
UNSURE;INCREASE
RELISH;SPEED
VIOLA;CUT
ESCALATOR;FOR
STATE;STATE
;STRENGTH
;STRAWBERRY
BLUSH;CLUE
TOOTHPASTE;FICTION
LACES;TOAST
TABLET;YES
CELSIUS;AFTER
;STRING
;STRAW
;STREET
WARRIOR;FICTION
LOOK;APOLOGY
EXCELLENT;LIGHTENING
CONFIDENCE;KNOWLEDGE
CAF;DINNER
GENIUS;WEATHER
DOVE;FICTION
SKILLET;DONKEY
BARRIER;HUNTER
WICKER;HILL
INCLINE;WEIRD
INTENSITY;WHALE
STRUCK;MUD
NAVE;INNOCENT
GULL;DITCH
CANVAS;PAINTING
LIGHTENING;PLANT
TONIC;STORAGE
LINE;WAITER
WISDOM;OWN
GENTLEMEN;LADY
;CHARACTERISTIC
;CHAOS
prime;target
HAASTIG;snel
MASSIEF;eik
PERFECT;super
KARWEI;werk
SERGEANT;majoor
VIJL;nagel
DYNAMIET;staaf
SLAAPZAK;tent
CURRY;saus
TRUI;kleding
WONDE;verband
ETMAAL;dag
ZOLEN;rubber
STREEK;gebied
KUS;smak
ONDERZOEK;studie
KERN;centraal
MAN;kerel
STEMMING;humeur
KOMPAS;westen
GEZWEL;kanker
STORM;orkaan
KIWI;limoen
ZOUT;peper
RIVIER;otter
FRAAI;knap
MOBIEL;bellen
ARCHIEF;rekken
DEEG;beslag
HOEKTAND;vampier
PIJP;tabak
GOKKEN;riskant
PACIFIST;vrede
NERTS;mantel
TRAUMA;letsel
KOORTS;griep
SCHILDER;verf
AARDIG;lief
POT;deksel
SCHIP;kajuit
PRIKKEN;naald
KRAAI;zwart
STOUT;braaf
WAPPEREN;vlag
MOS;groen
KOK;chef
LICHAAM;gestel
SEIN;bericht
DOLFIJN;haai
KLEUREN;felle
TONEEL;drama
NATIE;staat
AANLEG;talent
KONING;paleis
KOLOM;wervel
PRAKTISCH;handig
SLIM;verstand
JAS;warm
OLIFANT;giraf
VERLICHT;lamp
DAMMEN;spel
DURF;moed
BEDRIJF;firma
MENU;kaart
HOUTEN;plank
SPREEK;taal
VADER;papa
HAMSTER;knagen
HUMOR;grap
GITAAR;banjo
VLAAI;gebak
NAAM;persoon
KOREN;gewas
MEVROUW;dame
ZWEET;oksel
AANTAL;keer
GEEL;woestijn
CONFLICT;vete
PERZIK;mango
MEEUW;zwaluw
OPERA;zanger
THEATER;acteur
BUIGING;groet
BUS;metro
MOE;slap
SNOER;kabel
AKKER;ploeg
AARDBOL;wereld
KLAPPEN;applaus
LOKET;station
HONING;zoet
MUIS;rat
MUS;vliegen
LEEUW;tijger
BENEDEN;trap
GEZICHT;sproet
AREND;snavel
HOUDING;gedrag
BITTER;smaak
LIGGEN;zetel
EIGENDOM;bezit
MOMENT;fase
TOVEREN;spreuk
IEDER;elk
VOL;genoeg
RUIL;wissel
MOES;puree
TUCHT;straf
WIEL;spaak
ZEEHOND;walrus
SNEEUW;hagel
SOEP;lauw
REFREIN;lied
OORZAAK;gevolg
BALKON;terras
POLITIEK;debat
EEUW;jaar
VLUG;gauw
KAARS;vlam
BOEK;kaft
TOMAAT;garnaal
VIZIER;harnas
KORF;mand
BEER;panda
WILD;fazant
MIJTER;paus
HEMD;bloes
BEGRIP;term
VALK;klauwen
WOL;sjaal
BRUIN;oker
GAAR;rauw
TAFEL;meubels
GEWRICHT;knie
LUIPAARD;snel
HEVIG;felle
OVEN;warm
KWAST;verf
SCHAAK;spel
ZEDIG;braaf
BEELDIG;knap
LAF;moed
ARBEID;werk
OOG;naald
STUNT;riskant
LEREN;studie
SLA;groen
KOLONEL;majoor
VACCIN;griep
REGIO;gebied
MIDDEN;centraal
BAAS;chef
ZIEKTE;kanker
WINDHOOS;orkaan
METALEN;staaf
ROET;zwart
MIXEN;beslag
KAMPEREN;tent
KOMEDIE;drama
DIALECT;taal
ROKEN;tabak
KRUIDIG;peper
BONT;mantel
LAND;staat
DIER;giraf
GEWOND;letsel
BROEK;kleding
GAST;kerel
KLUSSEN;handig
VIN;haai
LIGGING;kaart
BREIN;verstand
PRIMA;super
OUDERS;papa
ELASTIEK;rubber
DUIF;vrede
GENIE;talent
TELEFOON;bellen
DUIM;nagel
KNOFLOOK;vampier
KASTEEL;paleis
SCHEEL;otter
ZUID;westen
HUT;kajuit
SORBET;limoen
PIKANT;saus
BOTTEN;gestel
WEEK;dag
RUG;wervel
WIMPEL;vlag
GLOEIEN;lamp
SURFEN;plank
PLOF;smak
MELDING;bericht
GEMOED;humeur
POPULIER;eik
TEDER;lief
CAUSAAL;verband
WERKEN;firma
WINKEL;rekken
BOKAAL;deksel
TRAM;metro
PARKIET;zwaluw
TELEVISIE;kabel
BREIEN;sjaal
ALLEN;elk
BEIGE;oker
SOFA;zetel
LUCHT;vliegen
SCAMPI;garnaal
EIGEN;bezit
TEVEEL;genoeg
OESTERS;rauw
LEUNING;trap
HEER;dame
NOOIT;gauw
ZWAK;slap
BEVER;knagen
ROOFDIER;klauwen
AFKOELEN;lauw
TEAM;ploeg
STAMPPOT;puree
HAVIK;snavel
KALENDER;jaar
KARDINAAL;paus
ARGUMENT;debat
RIET;mand
PERIODE;fase
OCEAAN;walrus
LUCHTIG;gebak
ARTIEST;zanger
MALING;grap
SNAREN;banjo
DROOGTE;woestijn
GLOBAAL;wereld
ZANG;lied
SPOOR;wissel
ROK;bloes
PUBLIEK;applaus
ROL;acteur
TOORTS;vlam
WUIVEN;groet
VONNIS;straf
GEZEGDE;spreuk
WRANG;smaak
REGEN;hagel
MAAL;keer
PUIST;sproet
TREIN;station
MANIEREN;gedrag
BAMBOE;panda
KALKOEN;fazant
EFFECT;gevolg
ZAAIEN;gewas
SCHOUDER;oksel
KNAAGDIER;rat
WOORD;term
LUIFEL;terras
VENTIEL;spaak
OMSLAG;kaft
IEMAND;persoon
RIDDER;harnas
SUIKER;zoet
WROK;vete
STOEL;meubels
BEEN;knie
ANANAS;mango
JUNGLE;tijger
